OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
22261,2016,NonResidential,Warehouse,1141 NW 50th St,BALLARD,47.6644,-122.37246,1975,1.0,3,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,3.0,79.30000305,78.22
22264,2016,NonResidential,Warehouse,1118 NW Leary Way,BALLARD,47.66411,-122.37185,1980,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,2.0,19.39999962,5.24
22312,2016,Nonresidential COS,Other,5614 22nd Ave. N.W.,BALLARD,47.66984,-122.3842,2004,1.0,1,"Library, Other - Services",Library,75.0,90.69999695,38.52
22327,2016,NonResidential,Other,2006 NW Market Street,BALLARD,47.66894,-122.38242,1924,1.0,2,Social/Meeting Hall,Social/Meeting Hall,75.0,15.30000019,6.61
22332,2016,NonResidential,Other,2228 NW Market Street,BALLARD,47.66908,-122.38627,1928,1.0,2,"Parking, Strip Mall",Strip Mall,75.0,43.20000076,13.14
22420,2016,NonResidential,Other,1138 NW 63RD ST,BALLARD,47.67482,-122.37316,1942,1.0,2,Other,Other,75.0,170.3999939,36.77
22438,2016,NonResidential,Worship Facility,1401 NW Leary Way,BALLARD,47.66327,-122.37439,1975,1.0,1,Worship Facility,Worship Facility,92.0,22.5,29.24
22440,2016,NonResidential,Retail Store,1135 NW Leary Way,BALLARD,47.66318,-122.37283,1996,1.0,1,Retail Store,Retail Store,53.0,48.90000153,13.29
22454,2016,NonResidential,Retail Store,6400 8th Avenue NW,BALLARD,47.67518,-122.36549,1967,1.0,1,Retail Store,Retail Store,82.0,66.09999847,31.79
22479,2016,NonResidential,Supermarket / Grocery Store,1600 West Dravus,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1961,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,35.0,336.6000061,237.54
22480,2016,NonResidential,Small- and Mid-Sized Office,3257 16TH AVE W,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1992,1.0,3,"Fitness Center/Health Club/Gym, Office",Office,75.0,45.0,8.42
22486,2016,NonResidential,Small- and Mid-Sized Office,3600 15th Ave W,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,1982,1.0,3,"Office, Parking",Office,88.0,35.40000153,14.9
22502,2016,NonResidential,Warehouse,2440 W Commodore Way,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1974,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,1.0,75.90000153,34.26
22504,2016,NonResidential,Other,2400 w Commodore Way,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1965,1.0,1,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,75.0,21.79999924,1.55
22509,2016,NonResidential,Small- and Mid-Sized Office,2320 W Commodore Way,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,2008,1.0,4,"Office, Parking",Office,89.0,38.79999924,9.03
22511,2016,NonResidential,Warehouse,2600 W Commodore Way,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1960,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71.0,27.70000076,37.49
22519,2016,NonResidential,Retail Store,8532 15th Ave NW,BALLARD,47.6917,-122.37617,1989,1.0,1,Retail Store,Retail Store,66.0,66.09999847,46.44
22547,2016,NonResidential,Self-Storage Facility,2656 15TH AVE W,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,1980,1.0,3,Self-Storage Facility,Self-Storage Facility,75.0,3.200000048,0.68
22548,2016,NonResidential,Self-Storage Facility,2648 15th Ave West,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,1915,1.0,3,Self-Storage Facility,Self-Storage Facility,75.0,1.5,0.4
22574,2016,NonResidential,Small- and Mid-Sized Office,3837 13th Avenue West,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1961,1.0,2,Office,Office,80.0,33.09999847,4.58
22577,2016,NonResidential,Distribution Center,1200-1210 West Nickerson st.,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,1960,1.0,2,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,89.0,17.0,14.81
22579,2016,NonResidential,Distribution Center,2601 West Commodore Way,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1968,1.0,1,"Distribution Center, Office",Distribution Center,75.0,14.0,11.08
22585,2016,NonResidential,Small- and Mid-Sized Office,2303 W. Commodore Way,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,2007,1.0,4,"Office, Parking",Office,96.0,33.59999847,5.94
22607,2016,NonResidential,Small- and Mid-Sized Office,4241 21st Ave W.,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,1979,1.0,4,Office,Office,71.0,33.59999847,5.07
22609,2016,NonResidential,Small- and Mid-Sized Office,4209 21st Avenue West,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,1994,1.0,4,Office,Office,82.0,32.09999847,6.3
22650,2016,NonResidential,Warehouse,4749 Ballard Ave NW,BALLARD,47.66353,-122.38064,1927,1.0,4,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,100.0,5.5,1.68
22654,2016,NonResidential,Small- and Mid-Sized Office,5325 Ballard Ave NW,BALLARD,47.66691,-122.38416,1901,1.0,4,"Office, Restaurant, Retail Store",Office,75.0,55.29999924,7.82
22672,2016,NonResidential,Other,5301 Leary Ave NW,BALLARD,47.66646,-122.38263,1900,1.0,3,"Other, Parking",Other,75.0,175.8999939,303.81
22676,2016,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave NW,BALLARD,47.66497,-122.38047,1968,1.0,2,Office,Office,26.0,74.30000305,34.52
22678,2016,NonResidential,Small- and Mid-Sized Office,4925 Leary Ave NW,BALLARD,47.66431,-122.37988,1966,1.0,1,Office,Office,93.0,29.89999962,16.67
22679,2016,NonResidential,Self-Storage Facility,4714 Ballard Ave NW,BALLARD,47.66351,-122.37961,1902,1.0,2,Self-Storage Facility,Self-Storage Facility,75.0,25.0,17.39
22684,2016,NonResidential,Mixed Use Property,1903 NW Market St,BALLARD,47.66852,-122.38175,1909,1.0,3,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,75.0,79.40000153,60.67
22801,2016,Nonresidential COS,Other,10700 30th Ave NE,NORTH,47.70544,-122.2918,1996,0.0,2,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,75.0,247.3999939,309.14
22804,2016,NonResidential,Small- and Mid-Sized Office,2611 NE 125th St,NORTH,47.719,-122.29966,1931,1.0,2,Office,Office,58.0,65.30000305,44.26
22810,2016,NonResidential,K-12 School,14050 1st Ave NE,NORTHWEST,47.73143,-122.32784,1930,1.0,3,K-12 School,K-12 School,61.0,53.0,33.28
22818,2016,NonResidential,Distribution Center,4835 West Marginal Way SW,DELRIDGE,47.55832,-122.35239,1980,1.0,1,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,22.0,39.79999924,30.49
22830,2016,NonResidential,Worship Facility,9601 35th Ave,SOUTHWEST,47.51709,-122.37797,1971,1.0,1,Worship Facility,Worship Facility,100.0,4.199999809,0.7
22834,2016,NonResidential,K-12 School,5040 9th Ave NE,NORTHEAST,47.66665,-122.31818,2004,3.0,2,K-12 School,K-12 School,5.0,83.0,128.66
22860,2016,NonResidential,Mixed Use Property,7900 East Greenlake Drive North,NORTHWEST,47.68582,-122.33709,1996,1.0,3,"Office, Parking, Retail Store",Parking,75.0,74.09999847,17.08
22863,2016,NonResidential,Other,4220 22nd Ave W,MAGNOLIA / QUEEN ANNE,47.65843,-122.38435,1957,1.0,2,"Office, Other",Other,75.0,90.90000153,67.45
22866,2016,NonResidential,Small- and Mid-Sized Office,4039 21st Ave W,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,1983,1.0,4,Office,Office,64.0,53.59999847,8.97
22867,2016,NonResidential,Small- and Mid-Sized Office,4019 - 21st Ave W,MAGNOLIA / QUEEN ANNE,47.65649,-122.38383,1983,1.0,4,"Office, Parking",Office,78.0,42.79999924,12.24
22881,2016,NonResidential,Mixed Use Property,3411 THORNDYKE AVE W,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,1960,1.0,2,"Non-Refrigerated Warehouse, Office, Other - Services",Office,75.0,41.70000076,42.87
22883,2016,NonResidential,Warehouse,3209 17th Ave W,MAGNOLIA / QUEEN ANNE,47.64913,-122.37929,1955,1.0,2,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,9.0,45.79999924,28.28
22936,2016,Nonresidential COS,Other,1400 E Prospect,EAST,47.6303,-122.3142,1932,1.0,1,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,75.0,73.40000153,121.9
22940,2016,NonResidential,Small- and Mid-Sized Office,10740 MERIDIAN AVE N,NORTHWEST,47.70793,-122.33316,1982,1.0,2,Office,Office,73.0,45.09999847,8.44
22953,2016,NonResidential,Retail Store,10716 5th Ave NE,NORTH,47.70747,-122.32249,1965,1.0,1,Retail Store,Retail Store,99.0,13.39999962,2.34
22955,2016,NonResidential,Senior Care Community,11301 3rd Ave NE,NORTH,47.71069,-122.32674,1998,1.0,5,"Parking, Senior Care Community",Senior Care Community,4.0,94.90000153,82.57
22962,2016,NonResidential,Small- and Mid-Sized Office,2111 N Northgate Way,NORTHWEST,47.70842,-122.3332,1987,1.0,3,Office,Office,91.0,34.09999847,17.24
23008,2016,NonResidential,Mixed Use Property,11201 Roosevelt Way NE,NORTH,47.70983,-122.31865,1952,1.0,2,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,75.0,58.40000153,44.28
23011,2016,NonResidential,Retail Store,10700 5th Ave NE,NORTH,47.70708,-122.32251,1966,1.0,1,Retail Store,Retail Store,69.0,48.09999847,13.25
23017,2016,NonResidential,Medical Office,10564 5th Ave NE.,NORTH,47.70676,-122.32264,1988,1.0,3,Medical Office,Medical Office,55.0,52.90000153,33.42
23020,2016,NonResidential,Self-Storage Facility,10805 Roosevelt Way NE,NORTH,47.70782,-122.31873,1977,2.0,2,"Office, Parking, Self-Storage Facility",Self-Storage Facility,75.0,4.0,0.86
23022,2016,Nonresidential COS,Other,10510 5th Ave NE,NORTH,47.70541,-122.32232,2005,2.0,1,Other - Recreation,Other - Recreation,75.0,87.0,80.19
23040,2016,NonResidential,K-12 School,9615 20th Ave. SW,DELRIDGE,47.51698,-122.35946,1924,1.0,2,K-12 School,K-12 School,92.0,52.5,42.96
23049,2016,NonResidential,Other,7739 1st Avenue S,DELRIDGE,47.53366,-122.33733,1963,1.0,1,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",75.0,77.5,52.41
23051,2016,NonResidential,Small- and Mid-Sized Office,7717 Detroit Ave SW,DELRIDGE,47.53309,-122.33977,1988,1.0,2,"Data Center, Non-Refrigerated Warehouse, Office",Office,88.0,78.09999847,55.85
23056,2016,NonResidential,Other,1255 WESTLAKE AVE N,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,1920,1.0,2,Other,Other,75.0,41.90000153,32.58
23064,2016,NonResidential,Other,11111 Aurora Ave. N,NORTHWEST,47.70969,-122.34557,1970,5.0,1,Other,Other,75.0,157.5,184.6
23065,2016,NonResidential,Medical Office,10521 Meridian ave N,NORTHWEST,47.70558,-122.33486,1979,1.0,2,"Medical Office, Parking",Medical Office,81.0,36.59999847,11.39
23071,2016,NonResidential,Hospital,Facilities Management MS: B-120,NORTHWEST,47.71425,-122.33689,1966,8.0,1,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),85.0,207.5,3278.11
23076,2016,NonResidential,Worship Facility,2150 N. 122nd Street,NORTHWEST,47.71745,-122.33221,1965,1.0,2,"Medical Office, Office, Worship Facility",Worship Facility,75.0,37.20000076,53.21
23098,2016,NonResidential,Supermarket / Grocery Store,2701 Beacon Ave S,GREATER DUWAMISH,47.57894,-122.31287,1965,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,16.0,274.3999939,129.89
23113,2016,NonResidential,Medical Office,201 16th Ave. E.,EAST,47.62014,-122.31228,1964,1.0,3,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,60.0,175.6999969,3238.24
23115,2016,NonResidential,Distribution Center,7901 1st Ave South,DELRIDGE,47.53158,-122.33568,1979,1.0,1,Distribution Center,Distribution Center,53.0,10.69999981,3.04
23117,2016,Campus,Other,9401 Myers Way S,DELRIDGE,47.51885,-122.33421,2005,5.0,1,Adult Education,Adult Education,75.0,57.79999924,96.15
23120,2016,NonResidential,Other,8111 1ST AVE S,DELRIDGE,47.52956,-122.33592,1971,1.0,1,"Office, Other - Services",Other - Services,75.0,126.4000015,122.71
23158,2016,NonResidential,Warehouse,1239 S. King St.,DOWNTOWN,47.59783,-122.31554,1956,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,92.0,12.0,2.19
23161,2016,NonResidential,Small- and Mid-Sized Office,606 12th Ave S,DOWNTOWN,47.59721,-122.31838,1988,1.0,1,Office,Office,75.0,32.09999847,43.63
23164,2016,NonResidential,Small- and Mid-Sized Office,1225 S Weller Street,DOWNTOWN,47.59728,-122.31587,2001,1.0,5,"Office, Parking",Office,89.0,45.0,19.12
23204,2016,SPS-District K-12,K-12 School,4925 Corson Ave. S.,GREATER DUWAMISH,47.55813,-122.3189,1971,1.0,1,K-12 School,K-12 School,94.0,22.89999962,12.15
23228,2016,NonResidential,Supermarket / Grocery Store,8332 15th Ave NW,BALLARD,47.6899,-122.37619,1994,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,22.0,275.8999939,326.74
23231,2016,NonResidential,Retail Store,929 N 130th ST,NORTHWEST,47.72286,-122.34612,1979,1.0,2,"Office, Parking, Retail Store",Retail Store,75.0,17.20000076,2.28
23265,2016,Campus,Other,1011 Klickitat Way SW,GREATER DUWAMISH,47.57049,-122.34857,1989,5.0,2,Other,Other,75.0,61.29999924,179.55
23268,2016,NonResidential,Small- and Mid-Sized Office,1131 SW Klickitat Way,GREATER DUWAMISH,47.56999,-122.34703,1997,1.0,2,"Office, Parking",Office,57.0,69.59999847,23.6
23277,2016,NonResidential,Warehouse,3419 11th Ave. S.W.,GREATER DUWAMISH,47.57279,-122.35066,1900,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,75.0,14.0,2.25
23297,2016,NonResidential,Residence Hall,804 9th Ave.,EAST,47.6073,-122.32585,1904,1.0,1,Residence Hall/Dormitory,Residence Hall/Dormitory,29.0,92.0,184.0
23299,2016,NonResidential,Small- and Mid-Sized Office,710 9th Ave.,EAST,47.60663,-122.32526,1970,1.0,7,"Office, Parking",Office,94.0,27.20000076,9.79
23310,2016,NonResidential,Other,704 Terry Ave,EAST,47.60709,-122.32416,1951,1.0,1,"Museum, Parking",Museum,75.0,313.7000122,712.39
23311,2016,NonResidential,Medical Office,1124 Columbia Street,EAST,47.60862,-122.32372,1945,1.0,0,"Medical Office, Parking",Medical Office,52.0,111.1999969,1110.07
23313,2016,NonResidential,Small- and Mid-Sized Office,1115 Columbia St,EAST,47.60819,-122.32282,1956,1.0,3,Office,Office,69.0,70.19999695,62.23
23320,2016,NonResidential,Other,6315 RAINIER AVE S,SOUTHEAST,47.54563,-122.27616,1921,1.0,2,Other,Other,75.0,92.30000305,26.41
23397,2016,NonResidential,Other,3601 West Marginal Way SW,DELRIDGE,47.57058,-122.35626,1966,1.0,2,Other,Other,75.0,128.5,38.39
23331,2016,NonResidential,Small- and Mid-Sized Office,13751 Lake City Way NE,NORTH,47.72986,-122.29278,1985,1.0,3,"Office, Parking",Office,100.0,19.89999962,2.86
23342,2016,NonResidential,Warehouse,12547 26th AVE NE,NORTH,47.72051,-122.30103,1977,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,100.0,5.300000191,2.69
23343,2016,NonResidential,Other,12550 26TH AVE NE,NORTH,47.72083,-122.29979,1969,1.0,1,Other,Other,75.0,39.29999924,44.26
23368,2016,NonResidential,Mixed Use Property,1500-1506 4th Ave.,DOWNTOWN,47.61056,-122.33661,1909,1.0,11,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,75.0,100.4000015,294.65
23396,2016,NonResidential,Other,4500 W MARGINAL WAY SW,DELRIDGE,47.56319,-122.35067,1997,1.0,1,"Office, Other - Utility, Parking",Other - Utility,75.0,42.59999847,37.65
23400,2016,NonResidential,Small- and Mid-Sized Office,2414 SW Andover St,DELRIDGE,47.56877,-122.36369,1988,1.0,2,"Non-Refrigerated Warehouse, Office, Retail Store",Office,69.0,40.59999847,21.24
23404,2016,NonResidential,Small- and Mid-Sized Office,1120 Cherry,EAST,47.60789,-122.32249,1959,1.0,3,Office,Office,85.0,61.29999924,62.05
23408,2016,NonResidential,Hotel,1005 Spring Street,EAST,47.60958,-122.32646,1928,1.0,6,Hotel,Hotel,56.0,79.30000305,112.34
23410,2016,NonResidential,Hotel,1006 Spring St,EAST,47.60981,-122.32687,1928,1.0,9,Hotel,Hotel,85.0,66.30000305,101.31
23416,2016,NonResidential,Mixed Use Property,1032 S. Jackson,DOWNTOWN,47.59949,-122.31851,1960,1.0,2,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,75.0,156.6999969,146.93
23418,2016,NonResidential,Small- and Mid-Sized Office,"815 S Weller St,",DOWNTOWN,47.59727,-122.32196,1989,1.0,2,"Office, Other, Retail Store",Office,75.0,70.0,46.45
23419,2016,Nonresidential COS,Small- and Mid-Sized Office,714 S. Charles St,GREATER DUWAMISH,47.5956,-122.32292,1973,1.0,2,Office,Office,34.0,154.8000031,110.66
23459,2016,NonResidential,Small- and Mid-Sized Office,18 West Mercer St,MAGNOLIA / QUEEN ANNE,47.62481,-122.35762,1984,1.0,4,"Office, Parking",Office,69.0,61.70000076,24.31
23846,2016,NonResidential,Small- and Mid-Sized Office,3161 Elliott Avenue,DOWNTOWN,47.61833,-122.35871,1979,1.0,3,Office,Office,50.0,53.40000153,22.26
23503,2016,NonResidential,Restaurant,1936 Harbor Ave SW,SOUTHWEST,47.58654,-122.37644,1902,1.0,2,"Office, Restaurant",Restaurant,75.0,468.7000122,334.15
23504,2016,NonResidential,Distribution Center,3223 6th Avenue South,GREATER DUWAMISH,47.5746,-122.32637,1952,1.0,1,Distribution Center,Distribution Center,7.0,43.40000153,38.57
23562,2016,NonResidential,Mixed Use Property,80 Yesler Way,DOWNTOWN,47.60195,-122.33516,1913,1.0,3,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",Multifamily Housing,75.0,23.39999962,5.37
23566,2016,NonResidential,Other,100 West Roy St,MAGNOLIA / QUEEN ANNE,47.62591,-122.35843,1912,1.0,3,Performing Arts,Performing Arts,75.0,27.0,15.7
23618,2016,NonResidential,Warehouse,1120 W Ewing St,MAGNOLIA / QUEEN ANNE,47.65674,-122.37223,1957,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12.0,30.70000076,33.8
23622,2016,Campus,Other,1900 West Nickerson Street,MAGNOLIA / QUEEN ANNE,47.65561,-122.38063,1955,23.0,1,Other,Other,75.0,138.5,565.55
23653,2016,NonResidential,Small- and Mid-Sized Office,146 North Canal Street,LAKE UNION,47.65103,-122.35541,1989,1.0,3,"Office, Parking",Office,71.0,76.59999847,59.24
23671,2016,NonResidential,Small- and Mid-Sized Office,2366 Eastlake Avenue East,LAKE UNION,47.64168,-122.32562,1959,1.0,4,Office,Office,88.0,35.0,11.17
23672,2016,NonResidential,Small- and Mid-Sized Office,2324 Eastlake Ave E,LAKE UNION,47.6404,-122.32553,1986,1.0,4,"Office, Parking",Office,75.0,77.19999695,17.57
23673,2016,NonResidential,Small- and Mid-Sized Office,2300 Eastlake Ave E,LAKE UNION,47.63995,-122.32557,1969,1.0,3,"Office, Parking",Office,75.0,40.79999924,4.65
23674,2016,NonResidential,Small- and Mid-Sized Office,2345 Eastlake Ave E,LAKE UNION,47.64113,-122.32625,2000,1.0,3,"Office, Parking",Office,73.0,59.20000076,13.91
23689,2016,NonResidential,Worship Facility,9050 16th Ave. SW,DELRIDGE,47.52172,-122.35487,1957,1.0,2,"Parking, Worship Facility",Worship Facility,52.0,43.20000076,26.73
23691,2016,NonResidential,Worship Facility,9252 16TH AVE SW,DELRIDGE,47.51989,-122.35489,1963,1.0,1,Worship Facility,Worship Facility,78.0,19.29999924,13.12
23701,2016,NonResidential,Warehouse,1136 S. Albro Place,GREATER DUWAMISH,47.5465,-122.31704,1963,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,75.0,61.40000153,13.7
23711,2016,NonResidential,Other,9131 California Ave SW,SOUTHWEST,47.5219,-122.38787,1917,1.0,1,Social/Meeting Hall,Social/Meeting Hall,75.0,91.90000153,178.86
23712,2016,NonResidential,Worship Facility,9140 California Ave SW,SOUTHWEST,47.52097,-122.38688,1952,1.0,3,"Other - Recreation, Worship Facility",Worship Facility,75.0,46.29999924,61.3
23716,2016,NonResidential,Supermarket / Grocery Store,9000 Rainier Ave So,SOUTHEAST,47.52262,-122.26922,1959,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,97.0,66.5,55.86
23722,2016,SPS-District K-12,K-12 School,9018 24th Ave N.W.,BALLARD,47.69497,-122.38704,1958,1.0,1,K-12 School,K-12 School,75.0,0.0,50.22
23730,2016,NonResidential,Warehouse,4021 13th Avenue W.,MAGNOLIA / QUEEN ANNE,47.65649,-122.37507,1948,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,75.0,18.79999924,6.16
23736,2016,NonResidential,Warehouse,1516 15th AVE W,MAGNOLIA / QUEEN ANNE,47.6331,-122.37582,1931,1.0,1,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,75.0,34.79999924,16.04
23742,2016,NonResidential,Small- and Mid-Sized Office,1419 Elliott Ave West,MAGNOLIA / QUEEN ANNE,47.63063,-122.37428,1979,1.0,2,Office,Office,100.0,33.90000153,60.57
23743,2016,NonResidential,Mixed Use Property,1405 Elliott Ave W,MAGNOLIA / QUEEN ANNE,47.63034,-122.37412,1931,1.0,1,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,75.0,47.40000153,22.29
23744,2016,NonResidential,Small- and Mid-Sized Office,1436 Elliott Ave W,MAGNOLIA / QUEEN ANNE,47.63128,-122.37387,1940,1.0,2,Office,Office,98.0,36.09999847,24.76
23757,2016,NonResidential,Warehouse,2440 1st Ave S,GREATER DUWAMISH,47.58065,-122.33356,1927,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,57.0,25.79999924,14.36
23762,2016,NonResidential,Worship Facility,10404 34th Ave SW,SOUTHWEST,47.50959,-122.37417,1977,1.0,1,Worship Facility,Worship Facility,14.0,24.20000076,6.04
23768,2016,NonResidential,Small- and Mid-Sized Office,4468 Stone Way N.,LAKE UNION,47.66116,-122.34172,1916,1.0,3,"Office, Parking, Retail Store",Office,85.0,49.40000153,18.87
